STN Code,Sampling Date,Sampling Month,Sampling Time,Name Of Monitoring Location,Inlet/Outlet,Latitude,Longitude,Type Water Body,Name Of WaterBody,River Basin,Sub Basin,District,State Name,Monitoring Agency,Frequency of Monitoring,Major Polluting Sources,Location Details,Use Based Class,Visible Effluent Discharge,Weather,ApproxDepth,Human Activities,Floating Matter,Colour,Odour,Flow (m3/sec),Temperature,Dissolved O2 (mg/L),pH,Conductivity (&micro;mho/cm),BOD (mg/L),NitrateN (mg/L),NitriteN (mg/L),Fecal Coliform  (MPN/100ml),Total Coliform  (MPN/100ml),Fecal Streptococci (MPN/100ml),Carbonate (CO3-) (mg/L),Bicarbonate (HCO3-) (mg/L),Sulphate Endosulfan (&micro;g/L),Polynuclear Aromatic Hydrocarbons (PAH),Polychlorinated Biphenyls (PCB) (&micro;g/L),Trihalomethanes (THM) (&micro;g/L),Chlorophyll (mg/m3),Total Plankton Count (count/L),Productivity ,E.Coli (MPN/100ml),Saprobity Index,Diversity Index,PR Ratio,Turbidity (mg/L),Phenolphthalein Alkalinity (mg/L),Total Alkalinity (mg/L),Chlorides (mg/L),COD (mg/L),Total Kjeldahl Nitrogen (mg/L),Ammonical-N (mg/L),Total Hardness (mg/L),Ca as CaCo3 (mg/L),Mg as CaCo3 (mg/L),Sulphate (mg/L),Sodium (mg/L),Total Dissolved Solids (mg/L),Total Fixed Solids (mg/L),Total Suspended Solids (mg/L),Phosphate (mg/L),Boron (mg/L),Potassium (mg/L),Fluoride (mg/L),Sodium Percentage,SAR,Any Other (General Parameters),Alpha HCH (&micro;g/L),Beta HCH (&micro;g/L),Gamma HCH (Lindane) (&micro;g/L),Delta-HCH (&micro;g/L),"o,p'- DDE (&micro;g/L)","p,p'- DDE (&micro;g/L)","o,p'- DDD (&micro;g/L)","p,p'- DDD (&micro;g/L)","o,p' DDT (&micro;g/L)","p,p' - DDT (&micro;g/L)",Alpha Endosulphan (&micro;g/L),Beta Endosulphan (&micro;g/L),Aldrin (&micro;g/L),Dieldrin (&micro;g/L),"2,4-D (&micro;g/L)",Chloropyriphos (&micro;g/L),Corbamate (&micro;g/L),MethylParathion  (&micro;g/L),Anilophos (&micro;g/L),Isoprofuron (&micro;g/L),Alachlor (&micro;g/L),Atrazine (&micro;g/L),Monochorotophos  (&micro;g/L),Ethion (&micro;g/L),Phorate (&micro;g/L),Butachlor (&micro;g/L),Chlorandane (&micro;g/L),Heptachlor (&micro;g/L),Hexachlorobenzene (&micro;g/L),Phosphamidon (&micro;g/L),Malathian (&micro;g/L),Ortho Phosphate (mg/L),Arsenic (mg/L),Cadmium (mg/L),Copper (mg/L),Lead (mg/L),Chromium Total (mg/L),Nickel (mg/L),Zinc (mg/L),Mercury (mg/L),Iron (mg/L),Aluminium (mg/L),Silver (mg/L),Cobalt (mg/L),Manganese (mg/L),Molybdenum (mg/L),Selenium (mg/L),Cyanide (mg/L),Any Other (Metals),Naphthalene (&micro;g/L),Acenaphthylene (&micro;g/L),Acenaphthene (&micro;g/L),Fluorene (&micro;g/L),Phenanthrene (&micro;g/L),Anthracene (&micro;g/L),Fluoranthene (&micro;g/L),Pyrene (&micro;g/L),Benzo(a)Anthracene (&micro;g/L),Chrysene (&micro;g/L),Benzo(b)Fluoranthene (&micro;g/L),Benzo(k)Fluoranthene (&micro;g/L),Benzo(a)Pyrene (&micro;g/L),"Benzo(g,h,i)Perylene (&micro;g/L)","Dibenzo(a,h)Anthracene (&micro;g/L)","Indeno(1,2,3-Cd)Pyrene (&micro;g/L)",Sampling Status,Reason,Last Updated Date
1312,05-05-2022,May,11:50,"RIVER GODAVARI  AT JAIKWADI DAM, VILLAGE- PAITHAN, TALUKA- PAITHAN, DISTRICT-AURANGABAD.",,19.485317,75.370099,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,1,36,6.9,8.6,690,2.4,0.75,NA,1.8(BDL),1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22,12,158,83.97,8,2.24,0.4,210,114,96,177.08,40,542,NA,12,0.27,0.64,9,0.5,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,17-06-2022 12:37
2158,05-05-2022,May,12:10,"RIVER GODAVARI AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE, VILLAGE- JAYAKWADI, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.51541,75.37307,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,3,36,7.1,8.6,692,3,0.47,NA,1.8(BDL),1.8(BDL),1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1(BDL),10,148,86.97,16,3.36,0.4,212,136,76,129.24,34,539,NA,10(BDL),0.27,0.57,7,0.51,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,17-06-2022 12:45
2159,05-05-2022,May,12:30,"RIVER GODAVARI AT D/S OF PAITHAN AT PATHEGAON BRIDGE, VILLAGE- PATHEGAON, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.467269,75.397267,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,3,36,6.6,8.6,694,3.6,0.57,NA,1.8(BDL),1.8(BDL),1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1(BDL),12,150,84.97,12,2.8,0.4,214,158,56,132.44,42,551,NA,12,0.42,0.52,10,0.64,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,17-06-2022 12:54
2160,05-05-2022,May,01:00,"RIVER GODAVARI AT U/S OF AURANGABAD RESERVOIR,KAIGAON TOKKA NEAR KAIGAON BRIDGE,VILLAGE- KAIGAON,TALUKA- GANGAPUR, DISTRICT- AURANGABAD.",,19.62324,75.02223,RIVER,GODAVARI,GODAVARI,GODAVARI UPPER,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,3,36,6.4,8.7,692,3.8,0.61,NA,1.8(BDL),1.8(BDL),1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,12,152,84.47,16,3.36,0.4,274,124,150,116.88,36,556,NA,12,0.2(BDL),0.62,6,0.44,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,17-06-2022 13:06
2160,01-06-2022,Jun,12:15,"RIVER GODAVARI AT U/S OF AURANGABAD RESERVOIR,KAIGAON TOKKA NEAR KAIGAON BRIDGE,VILLAGE- KAIGAON,TALUKA- GANGAPUR, DISTRICT- AURANGABAD.",,19.62324,75.02223,RIVER,GODAVARI,GODAVARI,GODAVARI UPPER,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,2,36,6.3,8.6,712,3.2,1.4,NA,1.8(BDL),7.8,1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,12,144,90.97,20,2.24,0.4,274,162,112,103.24,24.6,507,NA,12,0.25,0.6,7.1,0.47,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,19-07-2022 12:33
1312,01-06-2022,Jun,13:40,"RIVER GODAVARI  AT JAIKWADI DAM, VILLAGE- PAITHAN, TALUKA- PAITHAN, DISTRICT-AURANGABAD.",,19.485317,75.370099,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,2,36,6.6,8.6,719,2.8,1.4,NA,4,11,1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16,10,162,88.97,16,1.68,0.4,262,154,108,109.4,18.4,544,NA,14,0.2(BDL),0.59,5.2,0.49,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,19-07-2022 12:44
2158,01-06-2022,Jun,13:50,"RIVER GODAVARI AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE, VILLAGE- JAYAKWADI, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.51541,75.37307,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,2,36,7,8.6,721,2.6,1.24,NA,2,9,1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02,12,150,90.47,16,2.8,0.4,204,124,80,141.72,21,593,NA,12,0.2(BDL),0.55,6.8,0.35,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,19-07-2022 12:56
2159,01-06-2022,Jun,14:10,"RIVER GODAVARI AT D/S OF PAITHAN AT PATHEGAON BRIDGE, VILLAGE- PATHEGAON, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.467269,75.397267,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,2,36,6.6,8.6,727,2.4,1.35,NA,4,12,1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08,12,162,93.97,20,2.24,0.4,252,158,94,107.4,16,584,NA,14,0.33,0.72,4.1,0.35,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,19-07-2022 13:10
2159,05-07-2022,Jul,12:00,"RIVER GODAVARI AT D/S OF PAITHAN AT PATHEGAON BRIDGE, VILLAGE- PATHEGAON, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.467269,75.397267,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,3,28,6.6,8.6,693,3.2,0.72,NA,1.8(BDL),12,1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,14,260,93.97,20,2.8,0.56,212,126,86,90.72,33.01,592,NA,12,0.2(BDL),0.55,9.14,0.77,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,24-08-2022 15:15
2158,05-07-2022,Jul,12:30,"RIVER GODAVARI AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE, VILLAGE- JAYAKWADI, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.51541,75.37307,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,3,28,6.3,8.5,713,2.8,0.97,NA,1.8(BDL),12,1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53,5(BDL),486,95.97,16,2.24,0.4,232,104,128,92.48,30.68,565,NA,11,0.2(BDL),0.59,5,0.57,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,24-08-2022 15:56
1312,05-07-2022,Jul,12:55,"RIVER GODAVARI  AT JAIKWADI DAM, VILLAGE- PAITHAN, TALUKA- PAITHAN, DISTRICT-AURANGABAD.",,19.485317,75.370099,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,50-100cm,Others,No,Clear,Odor Free,1,28,6.6,8.6,698,2.8,1.06,NA,1.8(BDL),12,1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51,8,154,93.97,12,1.68,0.4,254,118,136,89.6,31.14,574,NA,14,0.2(BDL),0.6,6.66,0.64,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,24-08-2022 16:18
2160,05-07-2022,Jul,13:30,"RIVER GODAVARI AT U/S OF AURANGABAD RESERVOIR,KAIGAON TOKKA NEAR KAIGAON BRIDGE,VILLAGE- KAIGAON,TALUKA- GANGAPUR, DISTRICT- AURANGABAD.",,19.62324,75.02223,RIVER,GODAVARI,GODAVARI,GODAVARI UPPER,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,3,28,6.6,8.6,695,2.8,0.95,NA,2,12,1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54,12,156,92.97,12,1.5(BDL),0.4,228,120,108,87.24,28.5,511,NA,14,0.2(BDL),0.62,5.46,0.43,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,24-08-2022 16:32
1312,04-08-2022,Aug,12:45,"RIVER GODAVARI  AT JAIKWADI DAM, VILLAGE- PAITHAN, TALUKA- PAITHAN, DISTRICT-AURANGABAD.",,19.485317,75.370099,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,0.1,28,6.7,8.4,821,3.6,0.91,NA,1.8(BDL),1.8(BDL),1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1(BDL),10,134,69.98,12,2.24,0.87,398,118,280,80.36,26.32,594,NA,10(BDL),0.2(BDL),0.54,5.26,0.5,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,22-09-2022 12:38
2158,04-08-2022,Aug,13:00,"RIVER GODAVARI AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE, VILLAGE- JAYAKWADI, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.51541,75.37307,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,3,28,6.7,8.4,626,3.6,0.61,NA,1.8(BDL),1.8(BDL),1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1(BDL),12,130,70.98,12,1.68,0.64,254,128,126,79.44,31.02,512,NA,12,0.2(BDL),0.52,6.04,0.24,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,22-09-2022 13:27
2159,04-08-2022,Aug,13:15,"RIVER GODAVARI AT D/S OF PAITHAN AT PATHEGAON BRIDGE, VILLAGE- PATHEGAON, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.467269,75.397267,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,3,28,6.7,8.1,628,4.8,0.57,NA,1.8(BDL),1.8(BDL),1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1(BDL),14,166,71.98,16,1.68,0.63,242,134,108,76.3,28.11,526,NA,10(BDL),0.2(BDL),0.52,5.68,0.45,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,22-09-2022 14:50
2160,04-08-2022,Aug,09:00,"RIVER GODAVARI AT U/S OF AURANGABAD RESERVOIR,KAIGAON TOKKA NEAR KAIGAON BRIDGE,VILLAGE- KAIGAON,TALUKA- GANGAPUR, DISTRICT- AURANGABAD.",,19.62324,75.02223,RIVER,GODAVARI,GODAVARI,GODAVARI UPPER,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,3,28,6.5,8.4,617,4.8,2.11,NA,1.8(BDL),7.8,1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1(BDL),10,136,70.98,16,1.68,0.79,282,134,148,81.46,22.4,486,NA,10(BDL),0.2(BDL),0.52,4.18,0.72,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,22-09-2022 15:04
1312,01-09-2022,Sep,14:00,"RIVER GODAVARI  AT JAIKWADI DAM, VILLAGE- PAITHAN, TALUKA- PAITHAN, DISTRICT-AURANGABAD.",,19.485317,75.370099,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,2,28,6.2,7.8,536,3.6,1.46,NA,1.8(BDL),1.8(BDL),1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41,6,124,69.98,12,3.36,0.83,196,136,60,74.65,18,414,NA,12,0.26,0.5(BDL),6,0.53,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,19-10-2022 11:43
2158,01-09-2022,Sep,14:15,"RIVER GODAVARI AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE, VILLAGE- JAYAKWADI, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.51541,75.37307,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,2,28,5.8,8.3,538,4.5,1.46,NA,1.8(BDL),1.8(BDL),1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53,8,142,58.98,16,1.68,0.59,214,108,106,70.65,20,406,NA,12,0.2(BDL),0.5(BDL),7,0.61,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,19-10-2022 11:46
2159,01-09-2022,Sep,14:30,"RIVER GODAVARI AT D/S OF PAITHAN AT PATHEGAON BRIDGE, VILLAGE- PATHEGAON, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.467269,75.397267,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,2,28,5.5,8.4,538,5.8,1.29,NA,1.8(BDL),1.8(BDL),1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.53,10,132,60.98,20,2.24,0.7,176,126,50,76.45,22,387,NA,12,0.2(BDL),0.5(BDL),8,0.84,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,19-10-2022 12:52
